ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
269	Graphium		antiphates	Graphium		antiphates	+
270	Graphium		antiphates	Graphium		antiphates	+
271	Graphium		antiphates	Graphium		antiphates	+
284	Pachliopta						-
285	Pachliopta			Pachliopta			+
293	Danaus		genutia	Atrophaneura, Danaus		genutia	+
294	Danaus		genutia				-
300	Danaus		chrysippus	Danaus		chrysippus	+
301	Danaus		chrysippus	Danaus		chrysippus	+
302	Danaus		chrysippus	Danaus		chrysippus	+
303	Danaus		chrysippus			chrysippus	-
304	Danaus		chrysippus	Danaus		chrysippus	+
305	Danaus		chrysippus	Danaus		chrysippus	+
328	Parantica						-
329	Parantica			Parantica			+
337	Atrophaneura		coon-male	Atrophaneura		coon-male	+
338	Atrophaneura		coon-male	Atrophaneura		coon-male	+
339	Atrophaneura		coon-male	Atrophaneura, Pachliopta		coon-male	+
340	Atrophaneura		coon-male	Atrophaneura		coon-male	+
341	Atrophaneura		coon-male	Atrophaneura		coon-male	+
342	Atrophaneura		coon-male	Atrophaneura		coon-male	+
343	Atrophaneura		coon-male	Atrophaneura		coon-male	+
372	Atrophaneura		nox				-
377	Atrophaneura		coon-female	Atrophaneura			-
378	Atrophaneura		coon-female				-
576	Papilio		memnon-female			memnon-female	-
386	Papilio		paris	Papilio		paris	+
387	Papilio		paris	Papilio		paris	+
388	Papilio		paris	Papilio		paris	+
389	Papilio		paris	Papilio		paris	+
390	Papilio		paris	Papilio		paris	+
391	Papilio		paris	Papilio			-
392	Papilio		paris	Papilio		paris	+
393	Papilio		paris	Papilio		paris	+
394	Papilio		paris	Papilio		paris	+
395	Papilio		paris	Papilio		paris	+
578	Papilio		memnon-female			memnon-female	-
579	Papilio		memnon-female	Papilio		memnon-female	+
436	Papilio		memnon-male	Papilio		memnon-male	+
437	Papilio		memnon-male	Papilio		memnon-male	+
438	Papilio		memnon-male	Papilio		memnon-male	+
439	Papilio		memnon-male	Papilio		memnon-male	+
440	Papilio		memnon-male	Papilio		memnon-male	+
441	Papilio		memnon-male	Papilio		memnon-male	+
442	Papilio		memnon-male	Papilio		memnon-male	+
443	Papilio		memnon-male	Papilio		memnon-male	+
444	Papilio		memnon-male	Papilio		memnon-male	+
445	Papilio		memnon-male	Papilio		memnon-male	+
486	Papilio		polytes-male	Papilio		polytes-male, helenus	+
487	Papilio		polytes-male	Papilio			-
488	Papilio		polytes-male	Papilio		helenus	-
489	Papilio		polytes-male	Papilio		polytes-male	+
490	Papilio		polytes-male	Papilio		polytes-male	+
491	Papilio		polytes-male	Papilio			-
492	Papilio		polytes-male			polytes-male	-
493	Papilio		polytes-male				-
494	Papilio		polytes-male	Papilio			-
495	Papilio		polytes-male	Papilio			-
