ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
312	Danaus		chrysippus	Danaus		chrysippus	+
313	Danaus		chrysippus	Danaus		chrysippus	+
314	Danaus		chrysippus	Danaus		chrysippus	+
315	Danaus		chrysippus	Danaus		chrysippus	+
316	Danaus		chrysippus	Danaus		chrysippus	+
317	Danaus		chrysippus	Danaus		chrysippus	+
332	Parantica			Parantica			+
333	Parantica						-
351	Atrophaneura		coon-male			coon-male	-
352	Atrophaneura		coon-male			coon-male	-
353	Atrophaneura		coon-male			coon-male	-
354	Atrophaneura		coon-male			coon-male	-
355	Atrophaneura		coon-male			coon-male	-
356	Atrophaneura		coon-male			coon-male	-
357	Atrophaneura		coon-male			coon-male	-
374	Atrophaneura		nox	Papilio		nox	-
381	Atrophaneura		coon-female	Atrophaneura		coon-male	-
382	Atrophaneura		coon-female	Atrophaneura			-
406	Papilio		paris	Papilio		paris	+
407	Papilio		paris	Papilio		paris	+
408	Papilio		paris	Papilio		paris	+
409	Papilio		paris	Papilio		paris	+
410	Papilio		paris	Papilio			-
411	Papilio		paris	Papilio		paris	+
412	Papilio		paris	Papilio		paris	+
413	Papilio		paris	Papilio		paris	+
414	Papilio		paris	Papilio		paris	+
415	Papilio		paris	Papilio		paris	+
456	Papilio		memnon-male	Papilio			-
457	Papilio		memnon-male	Papilio		memnon-male	+
458	Papilio		memnon-male				-
459	Papilio		memnon-male	Papilio		memnon-male	+
460	Papilio		memnon-male	Papilio		memnon-male	+
461	Papilio		memnon-male	Papilio		memnon-male	+
462	Papilio		memnon-male	Papilio			-
463	Papilio		memnon-male	Papilio		memnon-male	+
464	Papilio		memnon-male	Papilio		memnon-male	+
465	Papilio		memnon-male	Papilio		memnon-male	+
506	Papilio		polytes-male	Papilio			-
507	Papilio		polytes-male	Papilio		polytes-male	+
508	Papilio		polytes-male	Papilio		polytes-male	+
509	Papilio		polytes-male	Papilio			-
510	Papilio		polytes-male			polytes-male	-
511	Papilio		polytes-male	Papilio		polytes-male	+
