ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
238	Graphium		macareus			macareus	-
239	Graphium		macareus	Graphium		macareus	+
240	Graphium		macareus	Graphium, Atrophaneura			-
262	Graphium		bathycles	Graphium			-
263	Graphium		bathycles	Graphium			-
264	Graphium		bathycles	Graphium		bathycles	+
278	Graphium		antiphates			antiphates	-
279	Graphium		antiphates	Graphium		antiphates	+
280	Graphium		antiphates			antiphates	-
606	Papilio		karna	Papilio		karna	+
290	Pachliopta			Pachliopta			+
291	Pachliopta						-
298	Danaus		genutia	Danaus		genutia	+
318	Danaus		chrysippus	Danaus		chrysippus	+
319	Danaus		chrysippus	Danaus		chrysippus	+
320	Danaus		chrysippus	Danaus		chrysippus	+
321	Danaus		chrysippus	Danaus		chrysippus	+
322	Danaus		chrysippus	Danaus		chrysippus	+
334	Parantica			Parantica			+
335	Parantica						-
358	Atrophaneura		coon-male	Atrophaneura		coon-male	+
359	Atrophaneura		coon-male			coon-male	-
360	Atrophaneura		coon-male	Atrophaneura		coon-male	+
361	Atrophaneura		coon-male	Atrophaneura		coon-male	+
362	Atrophaneura		coon-male				-
363	Atrophaneura		coon-male	Atrophaneura		coon-male	+
364	Atrophaneura		coon-male				-
375	Atrophaneura		nox				-
383	Atrophaneura		coon-female			coon-male	-
384	Atrophaneura		coon-female			coon-male	-
416	Papilio		paris	Papilio		paris	+
417	Papilio		paris	Papilio		paris	+
418	Papilio		paris	Papilio		paris	+
419	Papilio		paris	Papilio			-
420	Papilio		paris	Papilio		paris	+
421	Papilio		paris	Papilio		paris	+
422	Papilio		paris	Papilio		paris	+
423	Papilio		paris	Papilio		paris	+
424	Papilio		paris	Papilio		paris	+
425	Papilio		paris	Papilio		paris	+
466	Papilio		memnon-male	Papilio		memnon-male	+
467	Papilio		memnon-male	Papilio		memnon-male, karna	+
468	Papilio		memnon-male	Papilio		memnon-male	+
469	Papilio		memnon-male	Papilio		memnon-male	+
470	Papilio		memnon-male	Papilio		memnon-male	+
471	Papilio		memnon-male	Papilio		memnon-male	+
472	Papilio		memnon-male	Papilio		memnon-male	+
473	Papilio		memnon-male	Papilio		memnon-male	+
474	Papilio		memnon-male	Papilio		memnon-male	+
475	Papilio		memnon-male	Papilio		memnon-male	+
