ID	cl0	cl1	cl2	cl3	cl4	cl5	cl6	cl7	cl8	cl9	cl10	cl11	cl12	cl13	cl14	cl15	cl16	cl17	cl18	cl19	cl20	cl21	cl22	cl23	cl24	cl25	cl26	cl27	cl28	cl29	cl30	cl31	cl32	cl33	cl34	cl35	cl36	cl37	cl38	cl39	cl40	cl41	cl42	cl43	cl44	cl45	cl46	cl47	cl48	cl49	cl50	cl51	cl52	cl53	cl54	cl55	cl56	cl57	cl58	cl59	cl60	cl61	cl62	cl63	cl64	cl65	cl66	cl67	cl68	cl69	cl70	cl71	cl72	cl73	cl74	cl75	cl76	cl77	cl78	cl79	cl80	cl81	cl82	cl83	cl84	cl85	cl86	cl87	cl88	cl89	cl90	cl91	cl92	cl93	cl94	cl95	cl96	cl97	cl98	cl99	cl100	cl101	cl102	cl103	cl104	cl105	cl106	cl107	cl108	cl109	cl110	cl111	cl112	cl113	cl114	cl115	cl116	cl117	cl118	cl119	cl120	cl121	cl122	cl123	cl124	cl125	cl126	cl127	cl128	cl129	cl130	cl131	cl132	cl133	cl134	cl135	cl136	cl137	cl138	cl139	cl140	cl141	cl142	cl143	cl144	cl145	cl146	cl147	cl148	cl149	out:family	out:subfamily	out:tribus	out:genus	out:species
ZMA.INS.1276618_1	0.006313131	0.003787879	0.008207071	0.011363636	0.000631313	0.003787879	0.005681818	0.000631313	0.012626263	0	0.005681818	0.008838384	0.001262626	0.004419192	0.011994949	0.010732323	0.018939394	0.005681818	0.000631313	0.001893939	0.02020202	0.001262626	0.008207071	0.001893939	0.021464646	0.003787879	0.000631313	0.001893939	0.012626263	0.003156566	0.000631313	0.005050505	0.010732323	0.009469697	0.015151515	0	0.016414141	0.003156566	0.001893939	0.007575758	0.017676768	0	0.006313131	0.007575758	0.001262626	0.008207071	0.000631313	0.023989899	0.013888889	0.008838384	0.005681818	0.003787879	0.004419192	0.009469697	0.001893939	0.005681818	0.001262626	0.003156566	0.004419192	0.000631313	0.000631313	0.003787879	0.001893939	0.000631313	0	0.025883838	0.019570707	0.000631313	0.008207071	0.000631313	0.003787879	0	0.011994949	0.011363636	0.013888889	0.002525253	0.005050505	0.006944444	0.020833333	0.002525253	0.005050505	0.005050505	0.011363636	0.001893939	0.003156566	0.001262626	0.013888889	0.022727273	0.000631313	0.003156566	0	0.004419192	0.006313131	0.01010101	0.001893939	0.002525253	0.001262626	0.01010101	0.004419192	0.001893939	0.007575758	0.003156566	0	0.003787879	0.003787879	0.01010101	0.001262626	0.008207071	0.003156566	0.003787879	0.008838384	0.006313131	0.03219697	0.001893939	0.006944444	0.018939394	0.018308081	0.000631313	0.002525253	0.005050505	0.000631313	0	0.017045455	0.007575758	0.004419192	0.006313131	0.005681818	0.011994949	0.005681818	0.013888889	0.006944444	0.008207071	0.001893939	0.005681818	0	0.003156566	0.006944444	0.001893939	0.003156566	0.006313131	0.006944444	0.006313131	0.008207071	0	0.025252525	0.010732323	0	0.005050505	0.013888889	0.010732323	1	1	2	8	23
ZMA.INS.1276414_1	0.006896552	0.001253918	0.005015674	0.010658307	0.001253918	0.003134796	0.003761755	0.001253918	0.014420063	0.001253918	0.002507837	0.011285266	0.000626959	0.003761755	0.009404389	0.00815047	0.0169279	0.003761755	0.001880878	0.005015674	0.021943574	0.000626959	0.005015674	0.003761755	0.013166144	0.004388715	0.002507837	0.003134796	0.018181818	0.000626959	0.001880878	0.007523511	0.009404389	0.003761755	0.007523511	0.001253918	0.018181818	0.001880878	0.001880878	0.005642633	0.013793103	0.003761755	0.005642633	0.005642633	0.003134796	0.00815047	0.003761755	0.046394984	0.010031348	0.005642633	0.003761755	0.005642633	0.010658307	0.010658307	0.005642633	0.003761755	0.001880878	0.00815047	0.006269592	0.003134796	0	0.003761755	0.005642633	0.000626959	0.000626959	0.021943574	0.005642633	0.005015674	0.011285266	0.000626959	0.010031348	0.001253918	0.011285266	0.010031348	0.018181818	0.003134796	0.007523511	0.011285266	0.023824451	0.006269592	0.007523511	0.001253918	0.006896552	0.001880878	0.005015674	0.003761755	0.010658307	0.019435737	0.001880878	0.001880878	0.001253918	0.006269592	0.005015674	0.00815047	0	0.001880878	0.003134796	0.006896552	0.003761755	0.002507837	0.00815047	0.001880878	0.000626959	0.005642633	0.007523511	0.003761755	0.001880878	0.003761755	0.018181818	0.001880878	0.00815047	0.005642633	0.027586207	0.003761755	0.004388715	0.014420063	0.01630094	0.001880878	0.003761755	0.005642633	0.000626959	0.000626959	0.014420063	0.003134796	0.006896552	0.00815047	0.004388715	0.007523511	0.005015674	0.018181818	0.004388715	0.009404389	0.001880878	0.006896552	0.001253918	0.003134796	0.007523511	0.003134796	0.002507837	0.001880878	0.005642633	0.00815047	0.006269592	0.001880878	0.018808777	0.011912226	0.001253918	0.006896552	0.011285266	0.005015674	1	1	1	3	18
ZMA.INS.1276420_1	0.008418521	0.001202646	0.006614552	0.012026458	0.001202646	0.002405292	0.006614552	0	0.012627781	0.001803969	0.006013229	0.007215875	0	0.005411906	0.009621167	0.010823812	0.025856885	0.006013229	0	0.003607937	0.024052916	0.000601323	0.007817198	0.003006615	0.016235719	0.007215875	0.001803969	0.002405292	0.013229104	0.006013229	0.001202646	0.003006615	0.015634396	0.008418521	0.015634396	0	0.008418521	0.000601323	0.000601323	0.003006615	0.009621167	0.001803969	0.006614552	0.007215875	0.001803969	0.009019844	0.003006615	0.040889958	0.019242333	0.006013229	0.006614552	0.003006615	0.003607937	0.010823812	0.00420926	0.005411906	0.002405292	0.009019844	0.008418521	0.003006615	0.001202646	0.005411906	0.001803969	0.001803969	0.000601323	0.022850271	0.005411906	0.003006615	0.007817198	0.000601323	0.010222489	0.008418521	0.012627781	0.010823812	0.013830427	0.000601323	0.009019844	0.007215875	0.009019844	0.004810583	0.006013229	0.002405292	0.009621167	0.003006615	0.00420926	0.009621167	0.010823812	0.022248948	0.001803969	0.004810583	0.000601323	0.006013229	0.003006615	0.006013229	0	0.001202646	0.003006615	0.009019844	0.001803969	0.001202646	0.005411906	0.003607937	0	0.005411906	0.007817198	0.006614552	0	0.006614552	0.002405292	0.005411906	0.009621167	0.006013229	0.026458208	0.002405292	0.00420926	0.018039687	0.024654239	0	0.002405292	0.00420926	0.001202646	0.003607937	0.01864101	0.007215875	0.000601323	0.003607937	0.003006615	0.004810583	0.003607937	0.016235719	0.009621167	0.010222489	0.002405292	0.005411906	0.000601323	0.001202646	0.006013229	0.002405292	0.002405292	0.004810583	0.007215875	0.006614552	0.004810583	0.000601323	0.019843656	0.012627781	0.000601323	0.003607937	0.015033073	0.008418521	1	1	2	8	16
ZMA.INS.1276575_1	0.008527132	0.002325581	0.010852713	0.004651163	0.003100775	0.003875969	0.005426357	0.001550388	0.010852713	0.001550388	0.003875969	0.00620155	0.000775194	0.001550388	0.008527132	0.011627907	0.027906977	0.003100775	0.001550388	0.005426357	0.023255814	0.000775194	0.009302326	0.002325581	0.017054264	0.007751938	0.000775194	0.003100775	0.017829457	0.006976744	0.001550388	0.003875969	0.009302326	0.00620155	0.00620155	0.000775194	0.012403101	0.002325581	0	0.008527132	0.008527132	0.001550388	0.003100775	0.003100775	0	0.00620155	0.003100775	0.041085271	0.008527132	0.010077519	0.008527132	0.003875969	0.005426357	0.014728682	0.006976744	0.008527132	0.000775194	0.011627907	0.004651163	0.001550388	0.002325581	0.007751938	0.000775194	0.000775194	0	0.026356589	0.012403101	0.000775194	0.010852713	0.000775194	0.010852713	0.001550388	0.018604651	0.018604651	0.011627907	0.003100775	0.003100775	0.010852713	0.013953488	0.004651163	0.004651163	0.003875969	0.002325581	0.003875969	0.003100775	0	0.019379845	0.017829457	0.001550388	0.006976744	0.000775194	0.011627907	0.009302326	0.007751938	0	0	0.001550388	0.010852713	0.005426357	0	0.004651163	0.003875969	0.001550388	0.007751938	0.003875969	0.005426357	0.000775194	0.011627907	0.003100775	0.003100775	0.011627907	0.005426357	0.018604651	0.001550388	0.003875969	0.009302326	0.027131783	0	0.002325581	0.003100775	0.000775194	0.003100775	0.00620155	0.013178295	0.003100775	0.001550388	0.001550388	0.004651163	0.00620155	0.010077519	0.008527132	0.013178295	0.003100775	0.002325581	0	0.000775194	0.010852713	0.002325581	0.000775194	0.004651163	0.008527132	0.007751938	0.005426357	0.001550388	0.024031008	0.008527132	0.001550388	0.00620155	0.010852713	0.013953488	1	1	2	8	22
ZMA.INS.1276432_1	0.003405995	0.004768392	0.005449591	0.004768392	0.002043597	0.001362398	0.010217984	0.003405995	0.017711172	0.001362398	0.007493188	0.009536785	0	0.001362398	0.010217984	0.006811989	0.021117166	0.002043597	0	0.004768392	0.021798365	0.000681199	0.004768392	0.004768392	0.017711172	0.003405995	0.003405995	0.003405995	0.022479564	0.004768392	0.002043597	0.002724796	0.009536785	0.009536785	0.011580381	0.000681199	0.016348774	0.005449591	0.001362398	0.004087193	0.011580381	0.000681199	0.006811989	0.004768392	0.002724796	0.004087193	0.002043597	0.033378747	0.01226158	0.005449591	0.009536785	0.005449591	0.005449591	0.015667575	0.002724796	0.003405995	0	0.004768392	0.005449591	0.002043597	0.003405995	0.004087193	0.002724796	0.001362398	0.000681199	0.02520436	0.010899183	0.004087193	0.014305177	0	0.00613079	0.008174387	0.013623978	0.015667575	0.020435967	0.002724796	0.009536785	0.007493188	0.002043597	0.006811989	0.011580381	0	0.005449591	0.00613079	0.001362398	0.013623978	0.010217984	0.024523161	0.002724796	0.005449591	0	0.010899183	0.004087193	0.011580381	0.000681199	0.001362398	0.001362398	0.008855586	0.002043597	0.003405995	0.00613079	0.002043597	0	0.006811989	0.010899183	0.004087193	0.000681199	0.004087193	0.004768392	0.00613079	0.011580381	0.004087193	0.016348774	0.000681199	0.004768392	0.007493188	0.026566757	0.000681199	0.001362398	0.003405995	0.002724796	0.004087193	0.010217984	0.004768392	0.001362398	0.006811989	0.000681199	0.008174387	0.003405995	0.010217984	0.008855586	0.004768392	0.000681199	0.007493188	0.000681199	0.002043597	0.008855586	0.002043597	0.002724796	0.007493188	0.007493188	0.005449591	0.002724796	0.000681199	0.032016349	0.012942779	0.003405995	0.005449591	0.010217984	0.007493188	1	1	2	8	22
ZMA.INS.1276366_1	0.010711553	0.001530222	0.012241775	0.010711553	0.002295333	0.002295333	0.002295333	0.000765111	0.013771997	0.001530222	0.006120888	0.009181331	0	0.004590666	0.013006886	0.013006886	0.022188217	0.003060444	0.000765111	0.001530222	0.012241775	0	0.001530222	0.001530222	0.015302219	0.00841622	0.002295333	0.006885998	0.015302219	0.006120888	0.001530222	0.004590666	0.007651109	0.016832441	0.013006886	0.002295333	0.009946442	0.004590666	0	0.003825555	0.007651109	0	0.005355777	0.006120888	0.000765111	0.013006886	0.003825555	0.04055088	0.00841622	0.006885998	0.00841622	0.004590666	0.009181331	0.011476664	0.004590666	0.000765111	0.000765111	0.009181331	0.007651109	0.002295333	0.001530222	0.014537108	0.001530222	0.000765111	0.001530222	0.02448355	0.013771997	0.001530222	0.019892884	0.000765111	0.004590666	0.002295333	0.013006886	0.014537108	0.013771997	0.002295333	0.005355777	0.009946442	0.000765111	0.004590666	0.009946442	0.001530222	0.006885998	0.000765111	0.003060444	0.003825555	0.014537108	0.014537108	0.002295333	0.006120888	0	0.006885998	0.004590666	0.013006886	0	0.000765111	0.005355777	0.013006886	0.003060444	0.004590666	0.010711553	0.000765111	0.002295333	0.001530222	0.006885998	0.003825555	0.001530222	0.009181331	0.003825555	0.006120888	0.011476664	0.009946442	0.012241775	0.004590666	0.003825555	0.011476664	0.023718439	0	0	0.001530222	0	0.003060444	0.014537108	0.001530222	0.003825555	0.002295333	0.003060444	0.007651109	0.011476664	0.007651109	0.014537108	0.003060444	0.002295333	0.004590666	0.001530222	0.003825555	0.006885998	0.006120888	0.003825555	0.005355777	0.007651109	0.014537108	0.006120888	0.001530222	0.02448355	0.010711553	0.001530222	0.007651109	0.005355777	0.004590666	1	1	2	8	24
ZMA.INS.1276641_1	0.015887026	0	0.005295675	0.011473963	0.001765225	0	0.004413063	0.002647838	0.015887026	0	0.005295675	0.009708738	0	0.000882613	0.015004413	0.013239188	0.016769638	0.01059135	0.00353045	0.001765225	0.015887026	0	0.01059135	0.002647838	0.015887026	0.006178288	0.002647838	0.002647838	0.022065313	0.007943513	0.001765225	0.00353045	0.01059135	0.0070609	0.007943513	0	0.013239188	0.000882613	0	0.006178288	0.006178288	0.00353045	0.004413063	0.005295675	0.001765225	0.008826125	0.002647838	0.039717564	0.0070609	0.008826125	0.01059135	0.001765225	0.001765225	0.015887026	0.00353045	0.00353045	0.000882613	0.012356575	0.009708738	0.000882613	0.000882613	0.008826125	0.000882613	0.000882613	0	0.022065313	0.01059135	0.001765225	0.013239188	0.001765225	0.008826125	0.000882613	0.007943513	0.01059135	0.024713151	0.004413063	0.007943513	0.012356575	0.002647838	0.008826125	0.004413063	0.002647838	0.004413063	0.000882613	0.0070609	0.002647838	0.014121801	0.014121801	0.000882613	0.001765225	0	0.017652251	0.006178288	0.011473963	0.001765225	0.000882613	0.004413063	0.011473963	0.005295675	0.000882613	0.006178288	0.001765225	0.002647838	0.00353045	0.00353045	0.004413063	0.002647838	0.004413063	0.00353045	0.004413063	0.009708738	0.006178288	0.015004413	0.001765225	0.004413063	0.012356575	0.021182701	0	0.001765225	0.002647838	0.000882613	0.001765225	0.012356575	0.005295675	0.001765225	0.005295675	0.000882613	0.007943513	0.008826125	0.009708738	0.011473963	0.015004413	0.002647838	0.0070609	0	0.004413063	0.009708738	0.000882613	0.002647838	0.006178288	0.001765225	0.01059135	0.008826125	0.000882613	0.026478376	0.008826125	0	0.011473963	0.011473963	0.008826125	1	1	1	3	18
ZMA.INS.1276638_1	0.00636436	0.00318218	0.00636436	0.010342084	0.002386635	0.002386635	0	0.00159109	0.008750994	0.000795545	0.003977725	0.005568815	0	0.00318218	0.009546539	0.005568815	0.015115354	0.00636436	0.000795545	0.00159109	0.012728719	0	0.003977725	0.005568815	0.011933174	0.008750994	0.00318218	0.003977725	0.015910899	0.00159109	0.00159109	0.00159109	0.007955449	0.00636436	0.00636436	0.000795545	0.012728719	0.000795545	0.000795545	0.00636436	0.00636436	0.00318218	0.00477327	0.003977725	0.00159109	0.014319809	0.00318218	0.034208433	0.00636436	0.00477327	0.008750994	0.00477327	0.00318218	0.007159905	0.007955449	0.003977725	0.000795545	0.005568815	0.005568815	0.00318218	0.00318218	0.007955449	0.002386635	0.002386635	0.00159109	0.021479714	0.020684169	0.003977725	0.023070804	0	0.005568815	0.012728719	0.010342084	0.013524264	0.017501989	0.00318218	0.008750994	0.003977725	0.032617343	0.005568815	0.00636436	0.00318218	0.00477327	0.00477327	0.005568815	0.030230708	0.014319809	0.015910899	0.00318218	0.005568815	0.000795545	0.007159905	0.005568815	0.013524264	0	0	0.002386635	0.013524264	0.005568815	0.00636436	0.007955449	0.000795545	0.002386635	0.002386635	0.00477327	0.00318218	0	0.002386635	0.009546539	0.007159905	0.010342084	0.00636436	0.016706444	0.00159109	0.002386635	0.015910899	0.023070804	0	0.000795545	0.000795545	0.00477327	0.00159109	0.005568815	0.009546539	0.00159109	0.00477327	0.00159109	0.00159109	0.009546539	0.009546539	0.009546539	0.00477327	0.00318218	0.002386635	0.00159109	0.002386635	0.015910899	0.00636436	0.00159109	0.00636436	0.00477327	0.010342084	0.007955449	0.000795545	0.021479714	0.010342084	0.000795545	0.009546539	0.008750994	0.012728719	1	1	1	3	18
ZMA.INS.1276588_1	0.012006861	0.002572899	0.009433962	0.009433962	0.003430532	0.004288165	0.005145798	0.000857633	0.010291595	0.001715266	0.003430532	0.003430532	0	0.001715266	0.013722127	0.011149228	0.018010292	0.001715266	0.000857633	0.005145798	0.013722127	0	0.008576329	0.007718696	0.012864494	0.006861063	0.001715266	0.011149228	0.010291595	0.006861063	0.001715266	0.006003431	0.012006861	0.009433962	0.009433962	0.001715266	0.01457976	0.005145798	0	0.003430532	0.007718696	0.000857633	0	0.001715266	0.000857633	0.006003431	0.000857633	0.048027444	0.009433962	0.011149228	0.006861063	0.008576329	0.002572899	0.013722127	0.002572899	0.003430532	0	0.004288165	0.004288165	0.006003431	0.004288165	0.006003431	0.006003431	0.001715266	0.001715266	0.024871355	0.019725557	0.008576329	0.007718696	0.000857633	0.006861063	0.001715266	0.010291595	0.013722127	0.019725557	0.002572899	0.004288165	0.010291595	0.012864494	0.006003431	0.007718696	0	0.004288165	0.005145798	0.006003431	0.013722127	0.016295026	0.023156089	0.001715266	0.004288165	0.001715266	0.006003431	0.003430532	0.009433962	0	0.000857633	0.003430532	0.010291595	0.005145798	0.004288165	0.008576329	0.001715266	0.000857633	0.004288165	0.006861063	0.005145798	0.000857633	0.006861063	0.009433962	0.004288165	0.006003431	0.006861063	0.010291595	0.002572899	0.004288165	0.012006861	0.022298456	0.000857633	0.003430532	0.001715266	0.000857633	0	0.006861063	0.004288165	0.000857633	0.002572899	0.004288165	0.005145798	0.003430532	0.007718696	0.005145798	0.01457976	0.004288165	0.006003431	0.001715266	0.006861063	0.009433962	0.000857633	0.002572899	0.005145798	0.008576329	0.012006861	0.007718696	0.000857633	0.03516295	0.007718696	0	0.006003431	0.006003431	0.006861063	1	1	1	3	18
ZMA.INS.1276501_1	0.009936125	0.001419446	0.008516678	0.009936125	0.001419446	0.000709723	0.000709723	0.001419446	0.014194464	0.00212917	0.003548616	0.007806955	0	0.005677786	0.015613911	0.012065295	0.019162527	0.004968062	0.00212917	0.00212917	0.01987225	0	0.005677786	0.003548616	0.012775018	0.004258339	0.002838893	0.003548616	0.019162527	0.007806955	0.00212917	0.005677786	0.009226402	0.007097232	0.008516678	0.00212917	0.012775018	0.001419446	0.000709723	0.004258339	0.013484741	0.001419446	0.006387509	0.002838893	0.000709723	0.009226402	0.002838893	0.031937544	0.013484741	0.012065295	0.005677786	0.001419446	0.005677786	0.018452803	0.008516678	0.002838893	0.005677786	0.008516678	0.007806955	0.004968062	0.00212917	0.012065295	0.00212917	0.00212917	0.001419446	0.022711143	0.007806955	0.004258339	0.019162527	0.000709723	0.007097232	0.000709723	0.006387509	0.013484741	0.012775018	0.002838893	0.006387509	0.008516678	0	0.003548616	0.008516678	0.000709723	0.005677786	0.004968062	0.004968062	0.01987225	0.009936125	0.018452803	0.007097232	0.006387509	0	0.006387509	0.009226402	0.004258339	0	0	0.004258339	0.010645848	0.004258339	0.004968062	0.004968062	0.00212917	0.000709723	0.004258339	0.004968062	0.007806955	0	0.002838893	0.005677786	0.003548616	0.010645848	0.006387509	0.014194464	0.007097232	0.003548616	0.014904187	0.025550035	0.000709723	0.001419446	0.004968062	0	0.004258339	0.008516678	0.001419446	0.000709723	0.003548616	0.002838893	0.005677786	0.007097232	0.017033357	0.009936125	0.002838893	0.00212917	0.004968062	0.001419446	0.00212917	0.012065295	0.00212917	0.001419446	0.004258339	0.007097232	0.010645848	0.010645848	0.00212917	0.025550035	0.012065295	0.000709723	0.004258339	0.011355571	0.007097232	1	1	2	8	16
ZMA.INS.1276439_1	0.01065449	0.003805175	0.003805175	0.01217656	0.002283105	0.00304414	0.002283105	0.003805175	0.01217656	0.00456621	0.00152207	0.01674277	0	0.00304414	0.012937595	0.01369863	0.017503805	0.00608828	0.000761035	0.002283105	0.009893455	0.002283105	0.00304414	0.005327245	0.0152207	0.00761035	0.00152207	0.00456621	0.02435312	0.008371385	0.00152207	0.005327245	0.012937595	0.002283105	0.002283105	0.002283105	0.015981735	0.00761035	0	0.00913242	0.009893455	0.003805175	0.00913242	0.00608828	0.00152207	0.005327245	0.00304414	0.04261796	0.015981735	0.00608828	0.008371385	0.00304414	0.00152207	0.01369863	0.00152207	0.003805175	0.000761035	0.00761035	0.006849315	0.00456621	0.002283105	0.00913242	0	0.003805175	0.000761035	0.012937595	0.0152207	0	0.01978691	0.002283105	0.008371385	0	0.01674277	0.01369863	0.01674277	0.00152207	0.00456621	0.011415525	0	0.003805175	0.008371385	0.00456621	0.002283105	0.00456621	0.003805175	0.005327245	0.01674277	0.023592085	0	0.012937595	0.000761035	0.00608828	0.00304414	0.008371385	0	0	0.00304414	0.011415525	0.00304414	0.00304414	0.00913242	0.00304414	0.000761035	0.003805175	0.00304414	0.005327245	0	0.003805175	0.00152207	0.005327245	0.011415525	0.003805175	0.025114155	0.002283105	0.00152207	0.00913242	0.02435312	0.00152207	0.00152207	0.002283105	0.002283105	0.002283105	0.011415525	0.00152207	0.00456621	0.00456621	0.00304414	0.00152207	0.000761035	0.022070015	0.00761035	0.003805175	0.00304414	0.00608828	0	0.00608828	0.00761035	0.00304414	0.00608828	0.003805175	0.00456621	0.011415525	0.011415525	0.003805175	0.025114155	0.00456621	0.00152207	0.00913242	0.006849315	0.00761035	1	1	1	3	1
ZMA.INS.1276650_1	0.002194587	0.000731529	0.010241405	0.008778347	0.000731529	0.000731529	0.009509876	0.002194587	0.014630578	0.000731529	0.002926116	0.008046818	0.000731529	0.001463058	0.01316752	0.013899049	0.029992685	0.005120702	0.001463058	0.001463058	0.020482809	0	0.002194587	0.004389173	0.015362107	0.008046818	0.002194587	0.003657644	0.018288222	0.002194587	0.000731529	0.000731529	0.010972933	0.00658376	0.010241405	0.000731529	0.011704462	0.002194587	0	0.002194587	0.00658376	0.000731529	0.00658376	0.001463058	0.000731529	0.005852231	0.002926116	0.042428676	0.003657644	0.013899049	0.011704462	0.002194587	0.001463058	0.008778347	0.003657644	0.002194587	0.001463058	0.013899049	0.003657644	0.001463058	0.003657644	0.013899049	0	0.002194587	0.000731529	0.024140454	0.017556693	0.004389173	0.01975128	0	0.008778347	0.004389173	0.012435991	0.023408925	0.025603511	0.002926116	0.008778347	0.005120702	0.016825165	0.002926116	0.003657644	0.001463058	0.003657644	0.002926116	0.001463058	0.00658376	0.011704462	0.030724214	0.004389173	0.005852231	0.000731529	0.008778347	0.010972933	0.00658376	0	0.000731529	0.001463058	0.008778347	0.002926116	0.004389173	0.007315289	0.000731529	0.000731529	0.002194587	0.008046818	0.008046818	0.001463058	0.008046818	0.008778347	0.003657644	0.011704462	0.003657644	0.016825165	0.001463058	0.004389173	0.015362107	0.033650329	0	0.001463058	0.000731529	0.000731529	0.000731529	0.008046818	0.005120702	0.003657644	0.005120702	0.001463058	0.002926116	0.001463058	0.014630578	0.010241405	0.007315289	0	0.004389173	0	0.002926116	0.002194587	0.003657644	0.002926116	0.003657644	0.005852231	0.01316752	0.009509876	0	0.024871982	0.008046818	0.000731529	0.00658376	0.00658376	0.002926116	1	1	1	3	3
ZMA.INS.1276671_1	0.011716058	0.00206754	0.011026878	0.008270159	0.00068918	0.00206754	0.004135079	0.00068918	0.004135079	0.00068918	0.007580979	0.007580979	0	0.003445899	0.014472777	0.011716058	0.017229497	0.004135079	0	0.00137836	0.011716058	0	0.00206754	0.00206754	0.017918677	0.005513439	0.00137836	0.004135079	0.022742936	0.008270159	0.00275672	0.003445899	0.009648518	0.008959338	0.013783598	0.00275672	0.009648518	0.00137836	0	0.004824259	0.007580979	0.00137836	0.007580979	0.006891799	0.00137836	0.008270159	0.003445899	0.037215713	0.006891799	0.006891799	0.012405238	0.00068918	0.00275672	0.010337698	0.006891799	0.00068918	0.00068918	0.007580979	0.008270159	0.004135079	0.00206754	0.006202619	0.004135079	0.00137836	0	0.026878015	0.013094418	0.00068918	0.011716058	0	0.007580979	0.005513439	0.011716058	0.012405238	0.021364576	0.00275672	0.004824259	0.00275672	0.00275672	0.006891799	0.004135079	0	0.00068918	0.00275672	0.006891799	0.028256375	0.015851137	0.016540317	0.012405238	0.006891799	0	0.018607857	0.004135079	0.008270159	0.00068918	0.00068918	0.00206754	0.013783598	0.00206754	0.005513439	0.010337698	0	0	0.00137836	0.011716058	0.011026878	0	0.006891799	0.00275672	0.00137836	0.010337698	0.00206754	0.014472777	0.005513439	0.00206754	0.012405238	0.019986216	0	0.00068918	0.005513439	0.00206754	0.00137836	0.013094418	0.008270159	0.00137836	0.006891799	0.00206754	0.004824259	0.008270159	0.013783598	0.008959338	0.008959338	0	0.006202619	0.00068918	0.00068918	0.009648518	0.003445899	0.00068918	0.006202619	0.004824259	0.013783598	0.004824259	0	0.023432116	0.010337698	0	0.014472777	0.013094418	0.006202619	1	1	1	3	18
ZMA.INS.1276571_1	0.006284916	0.004888268	0.00698324	0.005586592	0.002094972	0.002094972	0.006284916	0	0.015363128	0.002094972	0.006284916	0.01047486	0.000698324	0.000698324	0.015363128	0.012569832	0.026536313	0.004189944	0	0.002793296	0.023044693	0.002094972	0.00349162	0.00349162	0.012569832	0.005586592	0.002793296	0.006284916	0.008379888	0.002793296	0.001396648	0.007681564	0.011173184	0.007681564	0.002094972	0.001396648	0.01396648	0.001396648	0	0.004888268	0.012569832	0.001396648	0.005586592	0.002094972	0.001396648	0.00698324	0	0.047486034	0.009776536	0.00698324	0.006284916	0.002793296	0.006284916	0.01396648	0.00698324	0.000698324	0.000698324	0.007681564	0.006284916	0.004888268	0.002094972	0.009078212	0.007681564	0.001396648	0.002094972	0.023743017	0.011871508	0.001396648	0.011173184	0.000698324	0.011173184	0.001396648	0.009776536	0.017458101	0.01396648	0.002094972	0.005586592	0.007681564	0.00698324	0.006284916	0.004189944	0.005586592	0.007681564	0.002793296	0.001396648	0.018854749	0.00698324	0.023044693	0.00349162	0.004189944	0	0.006284916	0.005586592	0.006284916	0	0	0.004189944	0.008379888	0.002793296	0.00349162	0.006284916	0.000698324	0.002094972	0.004189944	0.007681564	0.005586592	0.000698324	0.009078212	0.004189944	0.006284916	0.009776536	0.00349162	0.021648045	0.002094972	0.004888268	0.01047486	0.026536313	0	0.002094972	0.000698324	0.000698324	0.005586592	0.009078212	0.004189944	0.000698324	0.00349162	0.001396648	0.006284916	0.004189944	0.018854749	0.011173184	0.01047486	0.00349162	0.004189944	0.002094972	0.002094972	0.009776536	0.000698324	0.001396648	0.006284916	0.005586592	0.007681564	0.008379888	0.001396648	0.026536313	0.009776536	0.004189944	0.011173184	0.011173184	0.006284916	1	1	1	3	18
ZMA.INS.1276657_1	0.010520487	0.00166113	0.006090808	0.009966777	0.00166113	0.006090808	0.007751938	0.00110742	0.016611296	0.00110742	0.004983389	0.017165006	0.00055371	0.003322259	0.009966777	0.012735327	0.016611296	0.003875969	0.00110742	0.00110742	0.013289037	0.00110742	0.004983389	0.004429679	0.014950166	0.006090808	0.002768549	0.005537099	0.015503876	0.005537099	0.002214839	0.012181617	0.019379845	0.011627907	0.007198228	0.00110742	0.009413068	0.00166113	0.00110742	0.005537099	0.013842746	0.002214839	0.007751938	0.006090808	0.00055371	0.008305648	0.002214839	0.021040975	0.005537099	0.005537099	0.011627907	0.004429679	0.004429679	0.009413068	0.004983389	0.002768549	0.00110742	0.009966777	0.006644518	0.003322259	0.006644518	0.007198228	0.002768549	0.00055371	0	0.026578073	0.009413068	0.00055371	0.012181617	0	0.009966777	0.002768549	0.008859358	0.004983389	0.014950166	0.003322259	0.004983389	0.007198228	0.002768549	0.003322259	0.003322259	0.002768549	0.004983389	0.007198228	0.004429679	0.005537099	0.013289037	0.020487265	0.005537099	0.006090808	0.00110742	0.006644518	0.007751938	0.009413068	0	0	0.002768549	0.012735327	0.00166113	0.003875969	0.012181617	0.00055371	0.00055371	0.006644518	0.009966777	0.007751938	0.00055371	0.007751938	0.006090808	0.007751938	0.013842746	0.008305648	0.024363234	0.00166113	0.003322259	0.009413068	0.019933555	0.00110742	0.002214839	0.002768549	0.00110742	0.002214839	0.008305648	0.002214839	0.00166113	0.012735327	0.004983389	0.010520487	0.003322259	0.018272425	0.004983389	0.012181617	0.003322259	0.009413068	0.002768549	0.002768549	0.005537099	0.003322259	0	0.008305648	0.004983389	0.007198228	0.003875969	0.00110742	0.018272425	0.010520487	0.00110742	0.006090808	0.014396456	0.007751938	1	1	1	3	18
