ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
1074	Phragmipedium	Micropetalum	schlimii	Paphiopedilum	Micropetalum	schlimii	-
564	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
57	Cypripedium	Cypripedium	tibeticum	Paphiopedilum		calcicola	-
566	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
567	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
56	Cypripedium	Cypripedium	tibeticum		Trigonopedia	calcicola	-
185	Paphiopedilum	Coryopedilum	philippinense	Paphiopedilum		philippinense	-
948	Paphiopedilum	Pardalopetalum	haynaldianum	Paphiopedilum	Barbata	lowii	-
316	Paphiopedilum	Barbata	urbanianum	Paphiopedilum	Paphiopedilum	urbanianum	-
317	Paphiopedilum	Barbata	urbanianum	Paphiopedilum	Paphiopedilum	urbanianum	-
565	Paphiopedilum	Parvisepalum	micranthum		Parvisepalum	micranthum	-
453	Paphiopedilum	Barbata	superbiens	Paphiopedilum	Barbata		-
966	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum	Pardalopetalum	lowii	+
839	Paphiopedilum	Paphiopedilum	exul		Paphiopedilum		-
714	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum	villosum	+
715	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum	villosum	+
918	Paphiopedilum	Brachypetalum	godefroyae	Paphiopedilum	Cochlopetalum		-
336	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum			-
337	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum	Paphiopedilum	bullenianum	-
594	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
595	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
469	Paphiopedilum	Barbata	purpuratum	Paphiopedilum		urbanianum	-
87	Cypripedium	Obtusipetala	flavum	Cypripedium	Obtusipetala	flavum	+
88	Cypripedium	Obtusipetala	flavum	Paphiopedilum		flavum	-
729	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum		tigrinum, hirsutissimum	-
1112	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Phragmipedium	ritchteri	-
348	Paphiopedilum	Barbata	fowliei		Barbata	wardii	-
870	Paphiopedilum	Brachypetalum	concolor	Paphiopedilum		concolor	-
230	Paphiopedilum	Barbata	barbatum		Barbata	callosum	-
1000	Paphiopedilum	Cochlopetalum	glaucophyllum	Paphiopedilum	Paphiopedilum	glaucophyllum	-
617	Paphiopedilum	Parvisepalum	delenatii	Phragmipedium	Parvisepalum	delenatii	-
747	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum	spicerianum	+
748	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum	insigne, spicerianum	+
110	Cypripedium	Trigonopedia	sichuanense	Cypripedium		sichuanense	-
253	Paphiopedilum	Barbata	violascens	Paphiopedilum	Paphiopedilum	violascens	-
371	Paphiopedilum	Barbata	callosum	Paphiopedilum	Barbata	callosum	+
984	Paphiopedilum	Cochlopetalum	primulinum	Paphiopedilum	Cochlopetalum	primulinum	+
886	Paphiopedilum	Brachypetalum	bellatulum	Cypripedium	Brachypetalum	bellatulum	-
1031	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum	Cochlopetalum	liemianum	+
762	Paphiopedilum	Paphiopedilum	helenae	Paphiopedilum	Paphiopedilum	helenae	+
381	Paphiopedilum	Barbata	venustum	Paphiopedilum	Barbata		-
510	Paphiopedilum	Barbata	hennisianum		Paphiopedilum		-
853	Paphiopedilum	Paphiopedilum	hirsutissimum	Paphiopedilum	Paphiopedilum	hirsutissimum	+
