ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
594	Papilio		polytes	Papilio		polytes	+
595	Papilio		polytes	Papilio		polytes	+
596	Papilio		polytes	Papilio		polytes	+
526	Papilio		demolion	Papilio		demolion	+
598	Papilio		polytes	Papilio		polytes	+
599	Papilio		polytes	Papilio		polytes	+
88	Graphium		agamemnon	Graphium			-
89	Graphium		agamemnon	Graphium			-
90	Graphium		agamemnon	Graphium			-
91	Graphium		agamemnon	Graphium			-
92	Graphium		agamemnon	Graphium		agamemnon	+
93	Graphium		agamemnon	Graphium		adonarensis	-
94	Graphium		agamemnon	Graphium			-
95	Graphium		agamemnon	Graphium			-
96	Graphium		agamemnon	Graphium		agamemnon	+
97	Graphium		agamemnon	Graphium			-
98	Graphium		agamemnon	Graphium			-
99	Graphium		agamemnon	Graphium			-
100	Graphium		agamemnon	Graphium			-
101	Graphium		agamemnon	Graphium			-
529	Papilio		demolion	Papilio		demolion	+
600	Papilio		polytes	Graphium		polytes	-
530	Papilio		demolion			demolion	-
531	Papilio		demolion	Papilio		demolion	+
532	Papilio		demolion	Papilio		demolion	+
124	Graphium		evemon	Graphium		evemon	+
125	Graphium		evemon	Graphium		evemon	+
126	Graphium		evemon	Graphium		evemon	+
127	Graphium		evemon	Graphium		evemon	+
128	Graphium		evemon	Graphium		evemon	+
129	Graphium		evemon	Graphium		evemon	+
130	Graphium		evemon	Graphium		evemon	+
131	Graphium		evemon	Graphium		evemon	+
132	Graphium		evemon	Graphium		evemon	+
133	Graphium		evemon	Graphium		evemon	+
134	Graphium		evemon	Graphium		evemon	+
135	Graphium		evemon	Graphium		evemon	+
136	Graphium		evemon	Graphium		evemon	+
137	Graphium		evemon	Graphium		evemon	+
138	Graphium		evemon	Graphium		evemon	+
139	Graphium		evemon	Graphium		evemon	+
140	Graphium		evemon	Graphium		evemon	+
141	Graphium		evemon	Graphium		evemon	+
142	Graphium		evemon	Graphium		evemon	+
143	Graphium		evemon	Graphium		evemon	+
144	Graphium		evemon	Graphium		evemon	+
585	Papilio		polytes	Papilio		polytes	+
579	Papilio		polytes	Papilio		polytes	+
170	Graphium		macareus	Graphium		macareus	+
171	Graphium		macareus	Graphium		macareus	+
172	Graphium		macareus	Graphium		macareus	+
173	Graphium		macareus	Graphium		macareus	+
174	Graphium		macareus	Graphium		macareus	+
175	Graphium		macareus	Graphium		macareus	+
176	Graphium		macareus			macareus	-
177	Graphium		macareus	Graphium		macareus	+
178	Graphium		macareus	Graphium		macareus	+
179	Graphium		macareus			macareus	-
180	Graphium		macareus	Graphium		macareus	+
181	Graphium		macareus	Graphium		macareus	+
182	Graphium		macareus			macareus	-
183	Graphium		macareus	Graphium		macareus	+
184	Graphium		macareus	Graphium		macareus	+
185	Graphium		macareus			macareus	-
186	Graphium		macareus	Graphium		macareus	+
187	Graphium		macareus	Graphium		macareus	+
188	Graphium		macareus	Graphium		macareus	+
189	Graphium		macareus	Graphium		macareus	+
190	Graphium		macareus	Graphium		macareus	+
191	Graphium		macareus	Graphium		macareus	+
192	Graphium		macareus	Graphium		macareus	+
193	Graphium		macareus	Graphium		macareus	+
194	Graphium		macareus	Graphium		macareus	+
203	Graphium		antiphates			antiphates	-
204	Graphium		antiphates			antiphates	-
205	Graphium		antiphates			antiphates	-
206	Graphium		antiphates	Graphium		antiphates	+
207	Graphium		antiphates			antiphates	-
208	Graphium		antiphates			antiphates	-
209	Graphium		antiphates	Graphium			-
210	Graphium		antiphates			antiphates	-
225	Danaus			Danaus			+
226	Danaus			Danaus			+
227	Danaus			Danaus			+
228	Danaus			Danaus			+
229	Danaus			Danaus			+
230	Danaus			Danaus			+
231	Danaus			Danaus			+
232	Danaus			Danaus			+
233	Danaus			Danaus			+
234	Danaus			Danaus			+
235	Danaus			Danaus			+
236	Danaus			Danaus			+
237	Danaus			Danaus			+
238	Danaus			Danaus			+
257	Atrophaneura		coon-male	Atrophaneura		coon-male	+
258	Atrophaneura		coon-male	Atrophaneura		coon-male	+
259	Atrophaneura		coon-male	Atrophaneura		coon-male	+
260	Atrophaneura		coon-male	Atrophaneura		coon-male	+
261	Atrophaneura		coon-male	Atrophaneura		coon-male	+
262	Atrophaneura		coon-male	Atrophaneura		coon-male	+
263	Atrophaneura		coon-male	Atrophaneura		coon-male	+
264	Atrophaneura		coon-male	Atrophaneura		coon-male	+
265	Atrophaneura		coon-male			coon-male	-
266	Atrophaneura		coon-male			coon-male	-
267	Atrophaneura		coon-male	Atrophaneura		coon-male	+
268	Atrophaneura		coon-male	Atrophaneura		coon-male	+
269	Atrophaneura		coon-male	Atrophaneura		coon-male	+
270	Atrophaneura		coon-male	Atrophaneura		coon-male	+
271	Atrophaneura		coon-male			coon-male	-
272	Atrophaneura		coon-male			coon-male	-
273	Atrophaneura		coon-male	Atrophaneura		coon-male	+
279	Atrophaneura		coon-female			coon-male	-
280	Atrophaneura		coon-female	Atrophaneura		coon-male	-
281	Atrophaneura		coon-female			coon-male	-
282	Atrophaneura		coon-female	Atrophaneura		coon-male	-
606	Papilio		polytes	Papilio		polytes	+
308	Papilio		paris	Papilio		paris	+
309	Papilio		paris	Papilio		paris	+
310	Papilio		paris	Papilio		paris	+
311	Papilio		paris	Papilio		paris	+
312	Papilio		paris	Papilio		paris	+
313	Papilio		paris	Papilio			-
314	Papilio		paris	Papilio		paris	+
315	Papilio		paris	Papilio		paris	+
316	Papilio		paris	Papilio		paris	+
317	Papilio		paris	Papilio		paris	+
318	Papilio		paris	Papilio		paris	+
319	Papilio		paris	Papilio		paris	+
320	Papilio		paris	Papilio		paris	+
321	Papilio		paris	Papilio		paris	+
322	Papilio		paris	Papilio		paris	+
323	Papilio		paris	Papilio		paris	+
324	Papilio		paris	Papilio			-
325	Papilio		paris	Papilio		paris	+
326	Papilio		paris	Papilio		paris	+
327	Papilio		paris	Papilio		paris	+
328	Papilio		paris	Papilio		paris	+
329	Papilio		paris	Papilio			-
330	Papilio		paris	Papilio		paris	+
331	Papilio		paris	Papilio		paris	+
332	Papilio		paris	Papilio		paris	+
609	Papilio		polytes	Papilio		polytes	+
608	Papilio		polytes	Papilio		polytes	+
591	Papilio		polytes	Papilio		polytes	+
574	Papilio		polytes			polytes	-
575	Papilio		polytes			polytes	-
597	Papilio		polytes	Papilio		polytes	+
572	Papilio		polytes	Papilio		polytes	+
573	Papilio		polytes	Papilio		polytes	+
607	Papilio		polytes	Papilio		polytes	+
371	Papilio		memnon				-
372	Papilio		memnon	Papilio		memnon	+
373	Papilio		memnon	Papilio		memnon	+
374	Papilio		memnon	Papilio		memnon	+
375	Papilio		memnon	Papilio		memnon	+
376	Papilio		memnon	Papilio		memnon	+
377	Papilio		memnon	Papilio		memnon	+
378	Papilio		memnon	Papilio		memnon	+
379	Papilio		memnon				-
380	Papilio		memnon	Papilio		memnon	+
381	Papilio		memnon	Papilio		memnon	+
382	Papilio		memnon	Papilio			-
383	Papilio		memnon	Papilio		memnon	+
384	Papilio		memnon	Papilio		memnon	+
385	Papilio		memnon	Papilio		memnon	+
386	Papilio		memnon	Papilio		memnon	+
387	Papilio		memnon	Papilio		memnon	+
388	Papilio		memnon	Papilio		memnon	+
389	Papilio		memnon	Papilio		memnon	+
390	Papilio		memnon	Papilio		memnon	+
391	Papilio		memnon	Papilio		memnon	+
392	Papilio		memnon	Papilio		memnon	+
393	Papilio		memnon			memnon	-
394	Papilio		memnon	Papilio			-
395	Papilio		memnon	Papilio			-
396	Papilio		memnon	Papilio		memnon	+
397	Papilio		memnon	Papilio		memnon	+
398	Papilio		memnon	Papilio		memnon	+
399	Papilio		memnon	Papilio		memnon	+
400	Papilio		memnon	Papilio			-
401	Papilio		memnon	Papilio		memnon	+
402	Papilio		memnon	Papilio		memnon	+
403	Papilio		memnon	Papilio		memnon	+
404	Papilio		memnon	Papilio		memnon	+
405	Papilio		memnon	Papilio		memnon	+
406	Papilio		memnon	Papilio		memnon	+
407	Papilio		memnon			memnon	-
408	Papilio		memnon	Papilio		memnon	+
580	Papilio		polytes			polytes	-
581	Papilio		polytes	Papilio		polytes	+
582	Papilio		polytes	Papilio		polytes	+
583	Papilio		polytes	Papilio			-
584	Papilio		polytes	Papilio		polytes	+
434	Papilio		helenus	Papilio		helenus	+
435	Papilio		helenus	Papilio		helenus	+
436	Papilio		helenus	Papilio		helenus	+
437	Papilio		helenus	Papilio		helenus	+
438	Papilio		helenus	Papilio		helenus	+
439	Papilio		helenus	Papilio		helenus	+
440	Papilio		helenus	Papilio		helenus	+
441	Papilio		helenus	Papilio		helenus	+
442	Papilio		helenus	Papilio		helenus	+
443	Papilio		helenus	Papilio		helenus	+
444	Papilio		helenus	Papilio		helenus	+
445	Papilio		helenus	Papilio		helenus	+
446	Papilio		helenus	Papilio		helenus	+
447	Papilio		helenus	Papilio		helenus	+
448	Papilio		helenus	Papilio		helenus	+
449	Papilio		helenus	Papilio		helenus	+
450	Papilio		helenus	Papilio		helenus	+
451	Papilio		helenus	Papilio		helenus	+
452	Papilio		helenus	Papilio		helenus	+
453	Papilio		helenus	Papilio		helenus	+
454	Papilio		helenus	Papilio		helenus	+
455	Papilio		helenus	Papilio		helenus	+
456	Papilio		helenus	Papilio		helenus	+
457	Papilio		helenus	Papilio		helenus	+
458	Papilio		helenus	Papilio		helenus	+
578	Papilio		polytes	Papilio		polytes	+
471	Papilio		peranthus	Papilio		peranthus	+
472	Papilio		peranthus	Papilio		peranthus	+
473	Papilio		peranthus	Papilio		demolion	-
474	Papilio		peranthus	Papilio		peranthus	+
475	Papilio		peranthus	Graphium		demolion	-
476	Papilio		peranthus	Papilio		peranthus	+
477	Papilio		peranthus	Papilio		peranthus	+
478	Papilio		peranthus	Papilio, Graphium		demolion	-
479	Papilio		peranthus	Papilio		peranthus	+
480	Papilio		peranthus	Papilio		peranthus	+
481	Papilio		peranthus	Papilio		peranthus	+
482	Papilio		peranthus				-
577	Papilio		polytes	Papilio		polytes	+
528	Papilio		demolion			demolion	-
576	Papilio		polytes	Papilio		polytes	+
508	Papilio		demolion	Papilio		demolion	+
509	Papilio		demolion	Papilio		demolion	+
510	Papilio		demolion	Papilio		demolion	+
511	Papilio		demolion	Papilio		demolion	+
