reg_number,family,subfamily,tribus,genus,subgenus,species,subspecies,sex ,identifier,id_date,remarks
1277505,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/05/10,
1277547,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/05/10,
1277556,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/05/10,
1277617,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/05/10,
1277843,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/05/23,
1277863,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/05/23,
1277919,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/05/23,
1277956,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,M,"Moonen, J.J.M.",2016/05/23,
1278014,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/05/23,
1277696,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/05/20,
1277773,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,agamemnon,agamemnon,F,"Moonen, J.J.M.",2016/05/23,
1277484,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,bathycles ,bathycles,M,"Moonen, J.J.M.",2016/05/09,
1277488,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,bathycles ,bathycles,M,"Moonen, J.J.M.",2016/05/09,
1278015,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,bathycles ,bathycles,M,"Moonen, J.J.M.",2016/05/23,
1277440,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,evemon,evemon,M,"Moonen, J.J.M.",2016/05/08,
1277450,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,evemon,evemon,M,"Moonen, J.J.M.",2016/05/08,
1277486,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,evemon,evemon,M,"Moonen, J.J.M.",2016/05/09,
1277918,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium,evemon,evemon,M,"Moonen, J.J.M.",2016/05/23,
1277487,Papilionidae,Papilioninae,Leptocircini,Graphium,Pathysa,macareus,macareus,M,"Moonen, J.J.M.",2016/05/09,
1277452,Papilionidae,Papilioninae,Leptocircini,Lamproptera,,curius,curius,M,"Moonen, J.J.M.",2016/05/08,
1277724,Papilionidae,Papilioninae,Leptocircini,Lamproptera,,curius,curius,M,"Moonen, J.J.M.",2016/05/22,
1277729,Papilionidae,Papilioninae,Leptocircini,Lamproptera,,curius,curius,M,"Moonen, J.J.M.",2016/05/22,
1277418,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/08,
1277424,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/08,
1277425,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/08,
1277429,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/08,
1277433,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/08,
1277443,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/08,
1277451,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/08,
1277462,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/09,
1277476,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/09,
1277485,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/09,
1277489,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/09,
1277491,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/09,
1277494,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/09,
1277496,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/09,
1277504,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277510,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277518,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/10,
1277519,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/10,
1277526,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/10,
1277553,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/10,
1277558,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277560,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277562,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277564,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277567,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277568,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277574,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277576,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277581,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277582,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277587,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277588,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/10,
1277591,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277592,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277602,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277612,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/10,
1277613,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277614,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/10,
1277833,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277834,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277836,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277838,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277840,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277842,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277845,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277846,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277851,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277852,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277857,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277864,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277865,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277867,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277872,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277874,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277876,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277877,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277881,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277884,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277885,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277887,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277888,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277893,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277896,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277899,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277901,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277902,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277915,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277922,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277925,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277928,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277930,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,don't save: damaged
1277931,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277932,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277948,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277950,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277952,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277986,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1277993,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/23,
1278007,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/23,
1277621,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/11,
1277624,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/11,
1277627,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/11,
1277629,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/11,
1277630,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/11,
1277631,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/11,
1277648,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion, ,"Moonen, J.J.M.",2016/05/11,
1277671,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/11,
1277672,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/11,
1277675,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/11,
1277680,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/11,
1277698,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/20,
1277707,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/20,
1277708,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/20,
1277709,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,F,"Moonen, J.J.M.",2016/05/20,
1277711,Papilionidae,Papilioninae,Papilionini,Papilio,Menelaides,demolion,demolion,M,"Moonen, J.J.M.",2016/05/20,
