ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
594	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
595	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
596	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
597	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum, Paphiopedilum	armeniacum	+
86	Cypripedium	Obtusipetala	flavum		Obtusipetala	flavum	-
87	Cypripedium	Obtusipetala	flavum		Obtusipetala, Sinopedilum	flavum	-
88	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Cypripedium	flavum	-
89	Cypripedium	Obtusipetala	flavum	Paphiopedilum		flavum	-
1112	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Lorifolia	warscewiczianum	-
604	Paphiopedilum	Parvisepalum	vietnamense	Phragmipedium	Parvisepalum	vietnamense	-
93	Cypripedium	Arietinum	plectrochilum	Paphiopedilum	Flabellinervia, Bifolia	plectrochilum	-
100	Cypripedium	Acaulia	acaule	Cypripedium	Trigonopedia	acaule	-
529	Paphiopedilum	Barbata	wardii	Paphiopedilum			-
616	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Brachypetalum	delenatii	-
617	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum		delenatii	-
618	Paphiopedilum	Parvisepalum	delenatii		Brachypetalum		-
110	Cypripedium	Trigonopedia	sichuanense	Cypripedium	Trigonopedia	sichuanense	+
111	Cypripedium	Trigonopedia	sichuanense		Cypripedium	sichuanense	-
119	Cypripedium	Trigonopedia	fargesii	Paphiopedilum	Trigonopedia	sichuanense	-
120	Cypripedium	Trigonopedia	fargesii	Cypripedium	Trigonopedia	fargesii	+
1072	Phragmipedium	Micropetalum	schlimii	Cypripedium	Micropetalum	schlimii	-
125	Cypripedium	Macrantha	franchetii		Cypripedium	franchetii	-
641	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Paphiopedilum, Brachypetalum, Parvisepalum		-
642	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum		malipoense	-
643	Paphiopedilum	Parvisepalum	malipoense		Parvisepalum		-
644	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum	malipoense	+
645	Paphiopedilum	Parvisepalum	malipoense	Cypripedium	Brachypetalum	malipoense	-
646	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum	malipoense	+
647	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum		malipoense	-
139	Cypripedium	Sinopedilum	bardolphianum			bardolphianum	-
140	Cypripedium	Sinopedilum	bardolphianum	Cypripedium		bardolphianum	-
141	Cypripedium	Sinopedilum	bardolphianum	Cypripedium		bardolphianum	-
145	Mexipedium	Mexipedium	xerophyticum	Paphiopedilum	Mexipedium	xerophyticum	-
663	Paphiopedilum	Parvisepalum	emersonii	Paphiopedilum	Paphiopedilum, Parvisepalum	emersonii	+
664	Paphiopedilum	Parvisepalum	emersonii		Parvisepalum, Brachypetalum	emersonii	-
665	Paphiopedilum	Parvisepalum	emersonii	Paphiopedilum	Parvisepalum		-
154	Paphiopedilum	Coryopedilum	adductum		Barbata	stonei	-
155	Paphiopedilum	Coryopedilum	adductum	Paphiopedilum	Barbata		-
965	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum	Paphiopedilum		-
1051	Phragmipedium	Micropetalum	besseae	Phragmipedium		besseae	-
165	Paphiopedilum	Coryopedilum	rothschildianum	Cypripedium			-
166	Paphiopedilum	Coryopedilum	rothschildianum	Paphiopedilum			-
167	Paphiopedilum	Coryopedilum	rothschildianum	Paphiopedilum	Paphiopedilum		-
680	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum	Paphiopedilum		-
681	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum			-
682	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum		spicerianum, tigrinum	-
683	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum	Paphiopedilum		-
176	Paphiopedilum	Coryopedilum	randsii	Paphiopedilum	Paphiopedilum	glanduliferum, philippinense	-
695	Paphiopedilum	Paphiopedilum	fairrieanum	Paphiopedilum	Paphiopedilum	fairrieanum	+
696	Paphiopedilum	Paphiopedilum	fairrieanum				-
185	Paphiopedilum	Coryopedilum	philippinense	Paphiopedilum	Parvisepalum	rothschildianum	-
186	Paphiopedilum	Coryopedilum	philippinense	Cypripedium, Phragmipedium	Brachypetalum		-
191	Paphiopedilum	Coryopedilum	wilhelminiae	Paphiopedilum	Barbata	rothschildianum	-
197	Paphiopedilum	Coryopedilum	stonei	Paphiopedilum			-
801	Paphiopedilum	Paphiopedilum	gratrixianum	Paphiopedilum	Paphiopedilum	villosum	-
713	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Barbata	villosum	-
714	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum		gratrixianum	-
715	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum	villosum	+
204	Paphiopedilum	Coryopedilum	glanduliferum	Paphiopedilum			-
205	Paphiopedilum	Coryopedilum	glanduliferum	Paphiopedilum		stonei, wilhelminiae	-
717	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum			-
791	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum	Coryopedilum	henryanum	-
213	Paphiopedilum	Barbata	mastersianum	Paphiopedilum			-
214	Paphiopedilum	Barbata	mastersianum	Paphiopedilum	Cochlopetalum		-
728	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum	Barbata, Paphiopedilum	tigrinum	+
729	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum	Brachypetalum, Cochlopetalum	hirsutissimum	-
730	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum		exul, hirsutissimum	-
570	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
228	Paphiopedilum	Barbata	barbatum	Paphiopedilum		urbanianum	-
229	Paphiopedilum	Barbata	barbatum	Paphiopedilum	Paphiopedilum		-
230	Paphiopedilum	Barbata	barbatum	Paphiopedilum		ciliolare	-
231	Paphiopedilum	Barbata	barbatum	Paphiopedilum	Paphiopedilum	fowliei	-
746	Paphiopedilum	Paphiopedilum	spicerianum	Cypripedium		fairrieanum	-
747	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum		-
748	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum	spicerianum	+
749	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Barbata	spicerianum	-
238	Paphiopedilum	Barbata	sangii	Paphiopedilum	Barbata		-
239	Paphiopedilum	Barbata	sangii			sangii	-
1082	Phragmipedium	Lorifolia	pearcei		Phragmipedium	pearcei	-
761	Paphiopedilum	Paphiopedilum	helenae	Paphiopedilum	Pardalopetalum	insigne, helenae	-
762	Paphiopedilum	Paphiopedilum	helenae	Paphiopedilum	Cochlopetalum		-
763	Paphiopedilum	Paphiopedilum	helenae	Cypripedium	Paphiopedilum	helenae	-
252	Paphiopedilum	Barbata	violascens	Paphiopedilum	Paphiopedilum	violascens	-
253	Paphiopedilum	Barbata	violascens	Paphiopedilum	Barbata	violascens	+
254	Paphiopedilum	Barbata	violascens	Paphiopedilum	Barbata		-
811	Paphiopedilum	Paphiopedilum	charlesworthii	Paphiopedilum	Paphiopedilum	spicerianum	-
774	Paphiopedilum	Paphiopedilum	druryi	Phragmipedium	Paphiopedilum		-
775	Paphiopedilum	Paphiopedilum	druryi	Paphiopedilum		druryi	-
776	Paphiopedilum	Paphiopedilum	druryi	Paphiopedilum	Paphiopedilum		-
269	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Barbata		-
270	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Barbata		-
271	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Paphiopedilum	boungainvilleanum, fowliei	-
272	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Barbata		-
789	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum		henryanum	-
790	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum	Paphiopedilum	henryanum	+
279	Paphiopedilum	Barbata	appletonianum	Paphiopedilum			-
964	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum		lowii	-
289	Paphiopedilum	Barbata	bullenianum	Paphiopedilum	Barbata	sukhakulii	-
290	Paphiopedilum	Barbata	bullenianum	Paphiopedilum	Barbata	appletonianum	-
291	Paphiopedilum	Barbata	bullenianum	Paphiopedilum	Barbata	appletonianum	-
298	Paphiopedilum	Barbata	papuanum	Paphiopedilum	Barbata	violascens	-
299	Paphiopedilum	Barbata	papuanum	Paphiopedilum			-
812	Paphiopedilum	Paphiopedilum	charlesworthii	Paphiopedilum	Paphiopedilum	charlesworthii	+
1074	Phragmipedium	Micropetalum	schlimii	Cypripedium, Phragmipedium	Micropetalum	schlimii	+
904	Paphiopedilum	Brachypetalum	niveum	Paphiopedilum	Parvisepalum, Brachypetalum	niveum	+
1075	Phragmipedium	Micropetalum	schlimii	Phragmipedium, Cypripedium		schlimii	-
823	Paphiopedilum	Paphiopedilum	barbigerum	Paphiopedilum	Paphiopedilum, Coryopedilum		-
824	Paphiopedilum	Paphiopedilum	barbigerum	Paphiopedilum			-
825	Paphiopedilum	Paphiopedilum	barbigerum	Paphiopedilum	Barbata		-
315	Paphiopedilum	Barbata	urbanianum	Paphiopedilum	Barbata		-
316	Paphiopedilum	Barbata	urbanianum	Paphiopedilum	Paphiopedilum	urbanianum	-
317	Paphiopedilum	Barbata	urbanianum	Paphiopedilum	Paphiopedilum	urbanianum, barbatum	-
318	Paphiopedilum	Barbata	urbanianum		Barbata		-
319	Paphiopedilum	Barbata	urbanianum	Paphiopedilum			-
568	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
838	Paphiopedilum	Paphiopedilum	exul	Paphiopedilum	Paphiopedilum		-
839	Paphiopedilum	Paphiopedilum	exul	Paphiopedilum	Paphiopedilum		-
840	Paphiopedilum	Paphiopedilum	exul	Paphiopedilum	Paphiopedilum	spicerianum, exul	+
567	Paphiopedilum	Parvisepalum	micranthum		Parvisepalum	micranthum	-
335	Paphiopedilum	Barbata	sukhakulii		Barbata		-
336	Paphiopedilum	Barbata	sukhakulii		Pardalopetalum		-
337	Paphiopedilum	Barbata	sukhakulii		Pardalopetalum, Barbata	bullenianum	-
338	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum	Pardalopetalum	sukhakulii	-
852	Paphiopedilum	Paphiopedilum	hirsutissimum	Paphiopedilum	Barbata	hirsutissimum	-
853	Paphiopedilum	Paphiopedilum	hirsutissimum	Phragmipedium		tigrinum, hirsutissimum	-
854	Paphiopedilum	Paphiopedilum	hirsutissimum	Paphiopedilum	Paphiopedilum		-
569	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
966	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum, Phragmipedium	Barbata	lowii	-
348	Paphiopedilum	Barbata	fowliei	Paphiopedilum	Barbata		-
349	Paphiopedilum	Barbata	fowliei	Paphiopedilum			-
356	Paphiopedilum	Barbata	ciliolare	Cypripedium	Paphiopedilum	barbatum	-
869	Paphiopedilum	Brachypetalum	concolor	Paphiopedilum		concolor	-
870	Paphiopedilum	Brachypetalum	concolor	Paphiopedilum	Parvisepalum	concolor	-
871	Paphiopedilum	Brachypetalum	concolor		Parvisepalum		-
877	Paphiopedilum	Brachypetalum	thaianum	Cypripedium			-
369	Paphiopedilum	Barbata	callosum	Paphiopedilum	Coryopedilum		-
370	Paphiopedilum	Barbata	callosum	Paphiopedilum	Barbata	callosum	+
371	Paphiopedilum	Barbata	callosum	Paphiopedilum	Barbata	callosum	+
372	Paphiopedilum	Barbata	callosum	Paphiopedilum	Paphiopedilum	barbatum, callosum, lawrenceanum	-
886	Paphiopedilum	Brachypetalum	bellatulum	Paphiopedilum	Paphiopedilum, Brachypetalum	godefroyae, bellatulum	+
887	Paphiopedilum	Brachypetalum	bellatulum	Paphiopedilum	Pardalopetalum, Brachypetalum	godefroyae	-
381	Paphiopedilum	Barbata	venustum	Paphiopedilum	Barbata	venustum	+
382	Paphiopedilum	Barbata	venustum	Paphiopedilum	Barbata	venustum, sukhakulii, javanicum	+
917	Paphiopedilum	Brachypetalum	godefroyae	Paphiopedilum		niveum	-
903	Paphiopedilum	Brachypetalum	niveum	Cypripedium, Mexipedium		thaianum	-
392	Paphiopedilum	Barbata	argus	Paphiopedilum	Barbata		-
393	Paphiopedilum	Barbata	argus	Paphiopedilum	Barbata		-
906	Paphiopedilum	Brachypetalum	niveum	Paphiopedilum	Barbata	niveum	-
401	Paphiopedilum	Barbata	boungainvilleanum	Paphiopedilum	Barbata	hennisianum	-
402	Paphiopedilum	Barbata	boungainvilleanum	Paphiopedilum	Barbata		-
750	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum, Barbata	spicerianum	+
918	Paphiopedilum	Brachypetalum	godefroyae	Paphiopedilum	Brachypetalum	niveum	-
919	Paphiopedilum	Brachypetalum	godefroyae	Cypripedium, Paphiopedilum	Brachypetalum	godefroyae	+
412	Paphiopedilum	Barbata	dayanum	Paphiopedilum	Barbata	urbanianum, bullenianum	-
413	Paphiopedilum	Barbata	dayanum	Paphiopedilum		dayanum	-
927	Paphiopedilum	Pardalopetalum	dianthum		Pardalopetalum, Coryopedilum		-
928	Paphiopedilum	Pardalopetalum	dianthum	Cypripedium, Selenipedium	Pardalopetalum	lowii	-
423	Paphiopedilum	Barbata	lawrenceanum	Paphiopedilum	Barbata		-
424	Paphiopedilum	Barbata	lawrenceanum	Paphiopedilum	Barbata		-
425	Paphiopedilum	Barbata	lawrenceanum	Paphiopedilum	Barbata	barbatum, lawrenceanum	+
429	Paphiopedilum	Barbata	wentworthianum	Paphiopedilum, Phragmipedium	Barbata, Paphiopedilum	wentworthianum	+
947	Paphiopedilum	Pardalopetalum	haynaldianum	Paphiopedilum	Pardalopetalum, Coryopedilum		-
948	Paphiopedilum	Pardalopetalum	haynaldianum	Paphiopedilum	Pardalopetalum		-
949	Paphiopedilum	Pardalopetalum	haynaldianum	Paphiopedilum	Barbata	lowii	-
439	Paphiopedilum	Barbata	hookerae	Paphiopedilum	Barbata, Pardalopetalum	hookerae	+
440	Paphiopedilum	Barbata	hookerae	Cypripedium, Paphiopedilum			-
441	Paphiopedilum	Barbata	hookerae	Paphiopedilum			-
452	Paphiopedilum	Barbata	superbiens	Cypripedium	Barbata		-
453	Paphiopedilum	Barbata	superbiens	Paphiopedilum	Barbata		-
454	Paphiopedilum	Barbata	superbiens	Paphiopedilum	Coryopedilum	urbanianum	-
967	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum	Pardalopetalum, Barbata	lowii	+
697	Paphiopedilum	Paphiopedilum	fairrieanum	Paphiopedilum		charlesworthii	-
467	Paphiopedilum	Barbata	purpuratum	Paphiopedilum	Barbata	superbiens	-
468	Paphiopedilum	Barbata	purpuratum	Paphiopedilum	Barbata	tonsum	-
469	Paphiopedilum	Barbata	purpuratum	Paphiopedilum	Barbata		-
470	Paphiopedilum	Barbata	purpuratum	Paphiopedilum	Barbata	urbanianum	-
983	Paphiopedilum	Cochlopetalum	primulinum	Paphiopedilum	Cochlopetalum	primulinum	+
984	Paphiopedilum	Cochlopetalum	primulinum		Cochlopetalum	primulinum	-
985	Paphiopedilum	Cochlopetalum	primulinum	Paphiopedilum	Cochlopetalum	primulinum	+
986	Paphiopedilum	Cochlopetalum	primulinum	Cypripedium		primulinum, glaucophyllum	-
478	Paphiopedilum	Barbata	schoseri	Paphiopedilum		hennisianum, argus	-
479	Paphiopedilum	Barbata	schoseri	Paphiopedilum	Barbata		-
485	Paphiopedilum	Barbata	javanicum	Paphiopedilum	Barbata	wardii	-
999	Paphiopedilum	Cochlopetalum	glaucophyllum	Paphiopedilum	Cochlopetalum, Paphiopedilum		-
1000	Paphiopedilum	Cochlopetalum	glaucophyllum	Paphiopedilum, Cypripedium	Cochlopetalum	victoria-regina	-
1001	Paphiopedilum	Cochlopetalum	glaucophyllum	Paphiopedilum	Cochlopetalum	glaucophyllum	+
935	Paphiopedilum	Pardalopetalum	parishii	Paphiopedilum	Barbata	lowii, parishii	-
495	Paphiopedilum	Barbata	acmodontum	Paphiopedilum		acmodontum, venustum, sukhakulii	-
496	Paphiopedilum	Barbata	acmodontum	Paphiopedilum	Barbata		-
936	Paphiopedilum	Pardalopetalum	parishii	Paphiopedilum	Barbata	parishii, lowii	-
1012	Paphiopedilum	Cochlopetalum	victoria-regina	Cypripedium		glaucophyllum	-
1013	Paphiopedilum	Cochlopetalum	victoria-regina	Paphiopedilum	Brachypetalum	glaucophyllum	-
509	Paphiopedilum	Barbata	hennisianum	Paphiopedilum	Barbata	hennisianum	+
510	Paphiopedilum	Barbata	hennisianum	Paphiopedilum		hennisianum	-
511	Paphiopedilum	Barbata	hennisianum	Paphiopedilum		hennisianum, boungainvilleanum, callosum	-
